#Id	Names	Type	Con	RA	Dec	Mag	Size	Sep	PA	Class	Distance	Notes
STT 269+ARN 8	STT 269+ARN 8	Double	CVn	13h 32m 51s	34° 54' 25"	AB=6.8, C=9.1, D=8.4		AB,C=123.4, AB,D=351.6	AB=226, AC=332, AD=259			
STT 371	STT 371	Double	Lyr	19h 15m 54s	27° 27' 00"	A=7.0, B=7.6, C=9.8		AB=0.9, AC=47.4				
STT 388	STT 388	Double	Vul	19h 52m 24s	25° 52' 00"	A=8.3, B=8.5, C=9.5		AB=4.9, AC=31.8				
STT 390	STT 390	Double	Cyg	19h 55m 06s	30° 12' 00"	A=6.6, B=9.5, C=11.2		AB=9.6, AC=15.8				
STT 410	STT 410	Double	Cyg	20h 39m 36s	40° 35' 00"	A=6.7, B=6.8, C=8.7		AB=0.9, AC=68.1				
STT 485	STT 485	Double	Cas	23h 02m 42s	55° 14' 00"	A=6.5, B=10.2, C=10.5		AB=18.8, AC=56.3				
STT 525	STT 525/STT 525, SHJ 282 ABCD/Otto Struve 525	Double	Lyr	18h 54m 52s	33° 58' 06"	A=6.1, B=9.2, C=7.6, D=11.0		AB=1.8, AC=45.5, AD=295	AB=130, AC=350, AD=295			
STT 64	STT 64	Double	Tau	03h 50m 00s	23° 51' 00"	A=6.8, B=10.2, C=10.5		AB=3.3, AC=9.9				
STT 7	STT 7	Double	Cas	00h 21m 50s	66° 28' 02"	A=9.2, B=9.8, C=8.6		AB=0.9, AC=48.5	AB=128, AC=260			
STT 9	STT 9	Double	Cas	00h 26m 12s	56° 46' 45"	A=6.9, B=9.7, C=9.9		AB=2.1, AC=22.4	AB=51, AC=3			
SU And	SU And/HIP 363	Carbon	And	00h 04m 36s	43° 33' 04"	8.0 - 8.5				C6(Nb)		
Sudor Ophiuchi	Sudor Ophiuchi	Ast	Her	17h 08m 00s	13° 02' 00"	4.0	3°					8 stars make a curve, 5 stars make a chevron below the curve.
SV Cyg	SV Cyg/HIP 99310	Carbon	Cyg	20h 09m 30s	47° 52' 17"	8.5 - 8.7				C5 – C7 (N3)		
SY Eri	SY Eri/HIP 24025	Carbon	Eri	05h 09m 48s	-05° 30' 55"	8.3 - 10.0				C6(N0)		
SZ Sgr	SZ Sgr/HIP 86873	Carbon	Sgr	17h 44m 56s	-18° 39' 26"	8.2 - 9.2				C7(Nb)		
T Cnc	T Cnc/HIP 43905	Carbon	Cnc	08h 56m 40s	19° 30' 56"	7.6 - 10.5				C3-C5(R6-N6)		
T Dra	T Dra/HIP 87820	Carbon	Dra	17h 56m 23s	58° 13' 06"	7.2 - 13.5				C6-C8(N0e)		
T Lyr	T Lyr/HIP 90883	Carbon	Lyr	18h 32m 20s	36° 59' 55"	7.5 - 9.3				C6(R6)		
Tau CMa, HJ 3948	Tau CMa, HJ 3948	Double	CMa	07h 18m 42s	-24° 57' 16"	A=4.4, B=10.2, C=11.2, D=8.2		AB=8.3, AC=14.2, AD=84.8	AB=90, AC=87, AD=77			
Tau4 Eri	Tau4 Eri	Double	Eri	03h 19m 30s	-21° 45' 00"	A=3.9, B=9.5, C=10.8		AB=5.9, AC=39.3				
Taurus Poniatovii	Taurus Poniatovii	Ast	Oph	18h 05m 00s	03° 00' 00"	4.0 - 5.0	5°					Five stars: 66, 67, 68, 70, and 73 Ophiuchi. Resembles the V-shaped face of Taurus.
Tea Pot	Tea Pot	Ast	Sgr	18h 40m 00s	-30° 00' 00"	3.0	15° x 9°					Formed by the stars Delta, Epsilon, Zeta, Phi, Lambda, Gamma, Sigma, and Tau Sagittarii,
Teaspoon	Teaspoon	Ast	Sgr	19h 15m 00s	-20° 00' 00"	3.0 - 4.0	8° x 2°					Stars Rho1, 43; Pi; Omega; Xi1 and Xi2 Sagitarii form a curved ´spoon´ shape northeast of Teapot asterism.
Tennis Racket	Tennis Racket	Ast	Aql	19h 50m 00s	-04° 35' 00"	7.0 - 9.5	45'					Located 3 degrees east of star 42 Aquilae. 2 stars form handle. 6 stars make up oval. Bright blue star is the ball.
The Heart	The Heart	Ast	Hya	09h 43m 00s	-13° 50' 00"	10.0 - 11.5	45'					8 stars show the basic shape. Less than a  degree northeast of star 38 Hydrae.
Theta 1 Ori	Theta 1 Ori/Trapezium/STF 748	Double	Ori	05h 35m 18s	-05° 23' 00"	A=6.5, B=7.5, C=5.1, D=6.4, E=11.1, F=11.5		AB=8.8, AC=12.8, AD=21.5, AE=4.6, CF=4.7	AB=32, AC=132, AD=97, AE=352, CF=120			
Theta 2 Ori	Theta 2 Ori	Double	Ori	05h 35m 24s	-05° 25' 00"	5.0, 6.2		52	93			
Theta Aur	Theta Aur	Double	Aur	05h 59m 42s	37° 13' 00"	2.6, 7.2		4	305			
Theta Eri	Theta Eri	Double	Eri	02h 58m 18s	-40° 18' 00"	3.2		8.2				! B-m4.3, Acamar
Theta Lyr	Theta Lyr	Double	Lyr	19h 16m 24s	38° 08' 00"	A=4.5, B=10.1, C=11.1		AB=99, AC=100.6				
Theta Ser	Theta Ser	Double	Ser	18h 56m 12s	04° 12' 00"	4.6, 4.9		22.3	104			
Theta Sge	Theta Sge	Double	Sge	20h 09m 54s	20° 55' 00"	A=6.6, B=7.5, C=8.9		AB=12, AC=90				
Thompson 1	Thompson 1	Ast	Del	20h 38m 00s	11° 20' 00"	9.0	6'					About 13 stars  magnitude 10 to 13, and a distinctive triangle whose pointed end aims south - southwest.
Toadstool	Toadstool/French 1	Ast	Del	21h 07m 00s	16° 20' 00"	9.0 - 12.0	15'					13 stars total. Looks like a mushroom with 6 stars as the stem, (northeast) and 7 stars as the cap (southwest)
Tobacco Pipe	Tobacco Pipe	Ast	Cep	22h 30m 00s	70° 30' 00"	8.0 - 9.0	90'					Stem of 8 stars, pointed north. Bowl of 5 stars on south end.
TPK 1	TPK 1	Ast	And	23h 39m 00s	47° 31' 00"	9.0 - 12.0	23' x 11'					Rough shape of a trapezium
Tr 2	Tr 2/Cr 29	OCl	Per	02h 37m 18s	55° 59' 00"	5.9	20'					
Tr 3	Tr 3/Cr 36	OCl	Cas	03h 11m 48s	63° 15' 00"	7.0	23'					
Tr 1	Tr 1/Cr 15	OCl	Cas	01h 35m 42s	61° 17' 00"	8.1	3'			I 3 p	8.35kly	112 stars
Tr 32	Tr 32	OCl	Ser	18h 17m 12s	-13° 21' 00"	12.2	12'			I 2m :b	5.6kly	50 stars
TT Cyg	TT Cyg/HIP 96836	Carbon	Cyg	19h 40m 57s	32° 37' 05"	7.0 - 9.1				C5 (N3e)		
TT Tau	TT Tau/HIP 22578	Carbon	Tau	04h 51m 31s	28° 31' 36"	7.7 - 10.0				C4-C7(N3)		
TU Gem	TU Gem	Carbon	Gem	06h 10m 53s	26° 00' 53"	7.4 - 8.4				C6(N3)		
TU Tau	TU Tau/HIP 27135	Carbon	Tau	05h 45m 13s	24° 25' 12"	5.9 - 9.2				c5(N3)		
TW Oph	TW Oph/HIP 85617	Carbon	Oph	17h 29m 43s	-19° 28' 22"	7.0 - 9.0				C5(Nb)		
Twin Quasar Mirage	Twin Quasar Mirage/Q0957+561	Q	UMa	10h 01m 18s	55° 54' 00"	16.5	6"				8700mly	!? Twin Quasar Mirage
TX Aur	TX Aur/HIP 23965	Carbon	Aur	05h 09m 05s	39° 00' 08"	8.5 - 9.2				C5(N3)		
TX Psc	TX Psc/HIP 117245	Carbon	Psc	23h 46m 23s	03° 29' 12"	4.8 - 5.2				C7 (N0)		
U Cam	U Cam/HIP 17257	Carbon	Cam	03h 41m 48s	62° 38' 54"	6.9 - 7.6				C3-C6(N5)		
U Cyg	U Cyg/HIP 100219	Carbon	Cyg	20h 19m 36s	47° 53' 39"	5.9 - 12.1				C7 – C9 (Npe)		
U Hya	U Hya/HIP 52009	Carbon	Hya	10h 37m 33s	-13° 23' 04"	4.5 - 6.2				C6.5(N2)		
U Lyr	U Lyr	Carbon	Lyr	19h 20m 09s	37° 52' 36"	8.3 - 13.5				C4 (N0e)		
Umbrella	Umbrella	Ast	Hya	08h 40m 00s	-12° 30' 00"	8.0 - 9.0	90'					7 stars form the canopy, 6 stars for the handle that curves at the end. brightest star in handle is star 6 Hydrae.
UU Aur	UU Aur/HIP 31579	Carbon	Aur	06h 36m 32s	38° 26' 43"	5.1 - 7.0				C5 – C7(N3)		
UV Aql	UV Aql/HIP 93158	Carbon	Aql	18h 58m 32s	14° 21' 49"	8.0 - 9.6				C5(N4)		
UV Aur	UV Aur/HIP 25050	Carbon	Aur	05h 21m 48s	32° 30' 43"	7.4 - 10.6				C6-C8(Nc)		
UV Cam	UV Cam/HIP 19115	Carbon	Cam	04h 05m 53s	61° 47' 39"	7.5 - 8.1				C5(R8)		
UX Dra	UX Dra/HIP 95154	Carbon	Dra	19h 21m 35s	76° 33' 34"	5.9 - 7.1				C7(N0)		
UY And	UY And/HIP 12298	Carbon	And	02h 38m 23s	39° 10' 09"	7.4 - 12.3				C5(N3)		
V Aql	V Aql/HIP 93666	Carbon	Aql	19h 04m 24s	-05° 41' 05"	6.6 - 8.4				C5-C6(N6)		! N6 Carbon Star, 350 days
V Ari	V Ari/HIP 10472	Carbon	Ari	02h 15m 00s	12° 14' 23"	8.3 - 10.8				C4 (R8)		
V Aur	V Aur/HIP 30449	Carbon	Aur	06h 24m 02s	47° 42' 23"	8.5 - 13.0				C6 (N3)		
V CrB	V CrB/HIP 77501	Carbon	CrB	15h 49m 31s	39° 34' 17"	6.9 - 12.6				C6(N2e)		
V Cyg	V Cyg/HIP 102082	Carbon	Cyg	20h 41m 18s	48° 08' 28"	7.7 - 13.9				C5 – C7 (Npe)		
V Hya	V Hya/HIP 53085	Carbon	Hya	10h 51m 37s	-21° 15' 00"	6.5 - 12.0				C6-C7		! N6 Carbon Star, 575 days
V Oph	V Oph/HIP 80550	Carbon	Oph	16h 26m 43s	-12° 25' 35"	7.3 - 11.6				C5-C7(N3e)		
V1469 Aql	V1469 Aql/HIP 98538	Carbon	Aql	20h 01m 03s	09° 30' 51"	8.4 - 8.7				C4 (N0v)		
V1942 Sgr	V1942 Sgr/HIP 94940	Carbon	Sgr	19h 19m 09s	-15° 54' 30"	6.7 - 7.0				C6(N2/R8)		
V460 Cyg	V460 Cyg/HIP 107129	Carbon	Cyg	21h 42m 01s	35° 30' 36"	5.6 - 7.0				C6 (N1)		
V466 Per	V466 Per	Carbon	Per	03h 41m 29s	51° 30' 11"	8.4 - 8.9				C5(N5)		
V614 Mon	V614 Mon/HIP 33794	Carbon	Mon	07h 01m 01s	-03° 15' 09"	7.0 - 7.4				C4(R5)		
V623 Cas	V623 Cas/HIP 14827	Carbon	Cas	03h 11m 25s	57° 54' 11"	7.3 - 8.1				C4(R5)		
Virgo Diamond	Virgo Diamond	Ast	Vir	12h 33m 00s	00° 39' 00"	10.5	48"					Sits 2.2 degrees west-northwest of Porrima. 4 stars in shape of diamond.
Vultus Irrisorie	Vultus Irrisorie	Ast	Cyg	19h 53m 00s	47° 16' 00"	6.0 - 8.0	84'					Shape of a smiley face. Located north west in constellation Cygnus.
VW Gem	VW Gem/HIP 32083	Carbon	Gem	06h 42m 08s	31° 27' 17"	8.1 - 8.5				C5 (Na)		
VX And	VX And/HIP 1593	Carbon	And	00h 19m 54s	44° 42' 33"	7.8 - 9.3				C4(N7)		
VY UMa	VY UMa/HIP 52577	Carbon	UMa	10h 45m 04s	67° 24' 40"	5.9 - 7.0				C6(N0)(N6e)		
W Cas	W Cas/HIP 4284	Carbon	Cas	00h 54m 53s	58° 33' 49"	7.8 - 12.5				C7		
W CMa	W CMa/HIP 34413	Carbon	CMa	07h 08m 03s	-11° 55' 23"	6.4 - 7.9				C6(N)		
W Ori	W Ori/HIP 23680	Carbon	Ori	05h 05m 23s	01° 10' 39"	5.8 - 10.0				C5(N5)		
Water Jar	Water Jar	Ast	Aqr	22h 30m 00s	00° 00' 00"	4.0	4° x 4°					Y shaped; Zeta; Pi; Eta and Gamma Aquarii.
Webb's Wreath	Webb's Wreath/Ruby Ring	Ast	Her	18h 02m 00s	26° 18' 00"	7.0	11' x 7'					Wreath of 13 stars, a golden star forms the east side. About 2.7degrees southwest of the star Xi Herculis.
WZ Cas	WZ Cas/HIP 99	Carbon	Cas	00h 01m 15s	60° 21' 19"	6.9 - 11.0				C9(N1)		
X Cnc	X Cnc/HIP 43811	Carbon	Cnc	08h 55m 22s	17° 13' 52"	5.6 - 7.5				C5(N3)		! N7.7 Carbon Star
X Sge	X Sge/HIP 98909	Carbon	Sge	20h 05m 05s	20° 38' 51"	7.0 - 9.7				C6 (N3)		
Xi Boo	Xi Boo	Double	Boo	14h 51m 24s	19° 06' 00"	4.8, 7.0		5.7	306			! orange, blue
Xi Cep	Xi Cep	Double	Cep	22h 03m 48s	64° 38' 00"	4.5, 6.4		8.1	268			
Xi Sco	Xi Sco	Double	Sco	16h 04m 24s	-11° 22' 00"	A=5.2, B=4.9, C=7.3		AB=1.1, AC=7.5	AB=10, AC=43			
Xi UMa	Xi UMa	Double	UMa	11h 18m 12s	31° 32' 00"	4.3		1.8				B-m4.8, Alula Australis, 60 year binary
XX Cam	XX Cam/HIP 19340	Carbon	Cam	04h 08m 38s	53° 21' 39"	7.1 - 10.0				C0-C2(G1)		
Y CVn	Y CVn/HIP 62223	Carbon	CVn	12h 45m 07s	45° 26' 24"	4.8 - 6.4				C5(N3)		! N3 Carbon Star, 158 days
Y Hya	Y Hya/HIP 48327	Carbon	Hya	09h 51m 03s	-23° 01' 02"	6.5 - 9.0				C5(N3)		
Y Per	Y Per/HIP 16126	Carbon	Per	03h 27m 42s	44° 10' 36"	8.1 - 11.3				C4(R4)		
Y Tau	Y Tau/HIP 27181	Carbon	Tau	05h 45m 39s	20° 41' 42"	6.5 - 9.2				C6.5(N3		
Yacht	Yacht	Ast	Cep	23h 25m 00s	64° 15' 00"	9.0 - 10.0	2°					Located 2 degreen north of star 4 Cassiopeiae. 14 stars show hull. 2 stars above hull create cabin. 6 stars in a triangle form sail.
Z Psc	Z Psc/HIP 5914	Carbon	Psc	01h 16m 05s	25° 46' 09"	6.5 - 7.9				C7 (N0)		
Zeta Aqr	Zeta Aqr	Double	Aqr	22h 28m 48s	00° 01' 00"	4.3, 4.5		2.3	165			yellowish, bluish
Zeta Cnc	Zeta Cnc/STF 1196/Tegmeni	Double	Cnc	08h 12m 13s	17° 38' 51"	A=5.3, B=6.3, C=5.8, D=8.9		AB=1.1, AB,C=5.9, AB,D=276	AB=8, AB,C=64, AB,D=107			!
Zeta CrB	Zeta CrB	Double	CrB	15h 39m 24s	36° 38' 00"	5.0, 5.9		6.4	306			
Zeta Lyr	Zeta Lyr	Double	Lyr	18h 44m 48s	37° 36' 00"	4.3, 5.6		43.7	150			
Zeta Ori	Zeta Ori/Alnitak/STF 774	Double	Ori	05h 40m 48s	-01° 57' 00"	A=1.9, B=3.7, C=9.6		AB=2.3, AC=58	AB=167, AC=10			
Zeta Per, STF 464	Zeta Per, STF 464	Double	Per	03h 54m 08s	31° 53' 01"	A=2.8, B=9.1, C=11.2, D=10.4		AB=12.9, AC=33.3, AD=98.6, AE=120	AB=209, AC=286, AD=195, AE=186			
Zeta Psc	Zeta Psc	Double	Psc	01h 13m 42s	07° 35' 00"	5.2, 6.3		22.8	63			
Zeta UMa	Zeta UMa/Mizar & Alcor	Double	UMa	13h 23m 54s	54° 56' 00"	A=2.2, B=3.9, C=4.0		AB=14.4, AC=709				!
3C 273	3C 273	Q	Vir	12h 29m 07s	02° 03' 07"	12.9					2006mly	easiest quasar to see
MK 421	MK 421/UGC 6132	Q	UMa	11h 04m 27s	38° 12' 32"	13.5					407mly	
MK 501	MK 501/UGC 10599	Q	Her	16h 53m 52s	39° 45' 37"	13.9					456mly	
Berk 58	Berk 58	OCl	Cas	00h 00m 12s	60° 56' 30"	9.7	5'					
Berk 59	Berk 59	OCl	Cep	00h 02m 10s	67° 25' 12"		10'					
King 13	King 13	OCl	Cas	00h 10m 10s	61° 11' 00"		5'			II2m		brightest star mag 12
Berk 2	Berk 2	OCl	Cas	00h 25m 15s	60° 23' 18"		2'					
King 14	King 14	OCl	Cas	00h 31m 54s	63° 10' 00"	8.5	7'			III1p		
King 16	King 16	OCl	Cas	00h 43m 42s	64° 11' 00"	10.3	5'			I2m		
Stock 4	Stock 4	OCl	Per	01h 52m 42s	57° 04' 00"		12'					
DoDz 1	DoDz 1	OCl	Ari	02h 47m 27s	17° 15' 18"	7.1	7.5'					
IC 1848	IC 1848	OCl	Cas	02h 51m 11s	60° 24' 06"	6.5	18'					
Cr 34	Cr 34	OCl	Cas	02h 59m 23s	60° 34' 00"	6.8	24'					
IC 348	IC 348	OCl	Per	03h 44m 34s	32° 09' 48"	7.3	8'					
Tombaugh 5	Tombaugh 5	OCl	Cam	03h 47m 44s	59° 05' 24"	8.4	15'					
King 7	King 7	OCl	Per	03h 59m 10s	51° 46' 48"		8'			I2r		brightest star mag 16
NGC 1496	NGC 1496	OCl	Per	04h 04m 32s	52° 39' 42"	9.6	3'					
DoDz 3	DoDz 3	OCl	Tau	05h 33m 30s	26° 31' 00"		10'					
Cr 69	Cr 69/Lambda Ori Cluster	OCl	Ori	05h 35m 00s	09° 56' 00"	2.8	70'					
DoDz 4	DoDz 4	OCl	Tau	05h 35m 54s	25° 57' 00"		25'					
Ru 1	Ru 1	OCl	CMa	06h 36m 24s	-14° 09' 00"		6'					
Ru 3	Ru 3	OCl	CMa	06h 42m 06s	-29° 27' 12"		3'					
Biurakan 9	Biurakan 9/Berk 30	OCl	Mon	06h 57m 46s	03° 13' 42"		3'					
Ru 7	Ru 7	OCl	CMa	06h 57m 50s	-13° 13' 12"		3'					
Tr 6	Tr 6/Cr 145	OCl	CMa	07h 26m 23s	-24° 12' 42"	10.0	6'					
Tr 7Cr 146	Tr 7Cr 146	OCl	Pup	07h 27m 21s	-23° 58' 00"	7.9	5'					
Tr 9	Tr 9/Cr 168	OCl	Pup	07h 55m 40s	-25° 53' 12"	8.7	6'					
Dolidze 27	Dolidze 27	OCl	Oph	16h 36m 30s	-08° 56' 00"		25'					
Tr 26	Tr 26/Cr 331	OCl	Oph	17h 28m 30s	-29° 29' 50"	9.5	7'					
Cr 333	Cr 333	OCl	Sco	17h 31m 31s	-34° 00' 37"	9.8	8'					
Tr 27	Tr 27/Cr 336	OCl	Sco	17h 36m 13s	-33° 29' 19"	6.7	7'					
Tr 28	Tr 28/Cr 337	OCl	Sco	17h 36m 59s	-32° 28' 24"	7.7	6'					
NGC 6416	NGC 6416	OCl	Sco	17h 44m 18s	-32° 21' 00"	5.7	15'					
Cr 347	Cr 347	OCl	Sgr	17h 46m 19s	-29° 20' 09"	8.8	10'					
DoDz 9	DoDz 9	OCl	Her	18h 08m 48s	31° 32' 00"		28'					
Tr 33	Tr 33/Cr 378	OCl	Sgr	18h 24m 39s	-19° 43' 57"	7.8	6'					
Tr 35	Tr 35/Cr 388	OCl	Sct	18h 43m 00s	-04° 13' 31"	9.2	6'					
Ru 146	Ru 146	OCl	Sgr	18h 52m 30s	-21° 04' 54"		4'					
Berk 80	Berk 80	OCl	Aql	18h 54m 21s	-01° 13' 12"		3'					
Steph 1	Steph 1	OCl	Lyr	18h 54m 31s	36° 53' 59"	3.8	40'					
NGC 6716	NGC 6716	OCl	Sgr	18h 54m 34s	-19° 54' 30"	7.5	10'					
Berk 82	Berk 82	OCl	Aql	19h 11m 20s	13° 06' 42"		2.5'					
NGC 6774	NGC 6774	OCl	Sgr	19h 16m 18s	-16° 19' 30"		45'					
NGC 6793	NGC 6793	OCl	Vul	19h 23m 13s	22° 09' 27"		7'					
King 25	King 25	OCl	Aql	19h 24m 30s	13° 42' 00"		5'			III2m		
NGC 6800	NGC 6800	OCl	Vul	19h 27m 00s	25° 05' 36"		5'					
Berk 47	Berk 47	OCl	Sge	19h 28m 27s	17° 21' 57"		3'					
Cr 401	Cr 401	OCl	Aql	19h 38m 22s	00° 20' 43"	7.0	1'					
Biurakan 2	Biurakan 2	OCl	Cyg	20h 09m 14s	35° 29' 03"	6.3	20'					
IC 4996	IC 4996	OCl	Cyg	20h 16m 32s	37° 38' 35"	7.3	7'					
Berk 85	Berk 85	OCl	Cyg	20h 18m 47s	37° 45' 18"		6'					
Berk 86	Berk 86	OCl	Cyg	20h 20m 21s	38° 42' 01"	7.9	7'					
Berk 87	Berk 87	OCl	Cyg	20h 21m 35s	37° 23' 30"		10'					
Cr 421	Cr 421	OCl	Cyg	20h 23m 18s	41° 42' 00"	10.1	8'					
Dolidze 9	Dolidze 9	OCl	Cyg	20h 25m 33s	41° 54' 25"		3'					
Berk 90	Berk 90	OCl	Cyg	20h 35m 16s	46° 50' 42"		3'					
French 1	French 1	OCl	Del	21h 07m 22s	16° 17' 54"		13'					
IC 1369	IC 1369	OCl	Cyg	21h 12m 07s	47° 46' 00"	8.8	5'					
Berk 55	Berk 55	OCl	Cyg	21h 16m 57s	51° 45' 30"		5'					
IC 1396	IC 1396	OCl	Cep	21h 39m 00s	57° 30' 00"	3.5	90'					
NGC 7235	NGC 7235	OCl	Cep	22h 12m 24s	57° 16' 24"	7.7	6'					
King 9	King 9	OCl	Lac	22h 15m 31s	54° 24' 36"		3'			I1m		brightest star mag 18
Berk 94	Berk 94	OCl	Cep	22h 22m 53s	55° 52' 30"	8.7	3'					
Berk 96	Berk 96	OCl	Lac	22h 29m 51s	55° 24' 22"		2'					
King 18	King 18	OCl	Cep	22h 52m 08s	58° 18' 42"		5'			II2p		brightest star mag 12
King 19	King 19	OCl	Cep	23h 08m 18s	60° 31' 00"	9.2	5'			III2p		
King 21	King 21	OCl	Cas	23h 49m 54s	62° 42' 00"	9.6	4'			I2p		
King 12	King 12	OCl	Cas	23h 53m 00s	61° 57' 00"	9.0	3'			II1p		
